,Категория,Название,Автор,ID,Превью,Изображение,Оценка,Цена,Цена (старая),В наличии,Описание,Число отзывов,Число оценок,ISBN,Издательство,Серия,Обложка,Формат,Количество страниц,Год издания,Язык,Раздел,Направление,Страна-производитель,"Вес, г",Возрастные ограничения,Жанр,Герои,Эпоха,Возраст,Иллюстратор,Тип,Вид бумаги,Материал,"Размер, см",Пол,Назначение,Тематика,Упаковка,Рисунок,Иллюстрации
2058, Книги; Художественная литература; Поэзия,"Гамлет, принц Датский",Уильям Шекспир,220235,,https://www.respublica.ru/uploads/00/00/00/24/hk/large_e831ef9f327af99d.jpg,,240,,False,"Ни одно произведение великого английского драматурга не пользовалось такой популярностью и не оказало такого громадного влияния на европейскую литературу, как трагедия Вильяма Шекспира «Гамлет, принц Датский». Наряду с Дон-Кихотом и Фаустом ее герой давно вошел в число мировых общечеловеческих типов, имеющих универсальное и вечное значение. Трагедия публикуется в переводе Бориса Пастернака.",,,978-5-389-06475-1,Азбука,,Мягкая,11 х 18,224,2013,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
2059, Книги; Художественная литература; Поэзия,Малое собрание сочинений,Уильям Шекспир,211327,,https://www.respublica.ru/uploads/01/00/00/dc/vv/large_5853516c93be7823.jpg,,335,,False,"Знаменитые пьесы Уильяма Шекспира, величайшего английского драматурга, одного из известнейших драматургов мира, в настоящем издании объединены под одной обложкой в соответствии с тремя основными для того времени драматическими жанрами: хроника, трагедия, комедия. Не будь Шекспира, этого гения «золотого века», иными были бы сегодня театральное искусство и мировая литература...",,,978-5-389-01078-9,Азбука,,Твердая,14 х 21,736,2010,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
2060, Книги; Художественная литература; Поэзия,Укрощение строптивой,Уильям Шекспир,179516,,https://www.respublica.ru/uploads/00/00/00/4k/fi/large_e22bb41fd75ae58a.jpg,,100,110,False,"В настоящем издании представлена одна из известнейших комедий великого английского драматурга Уильяма Шекспира ""Укрощение строптивой"". Вот уже скоро четыре века как эта веселая, озорная, остроумная и поучительная комедия о строптивой Катарине не сходит с театральных подмостков, но вновь и вновь зрители и читатели комедии, затаив дыхание, пытаются угадать, кто же на сей раз окажется в ней укрощенным.",,,978-5-389-03390-0,Азбука,,Мягкая,12 х 18,160,2013,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
2061, Книги; Художественная литература; Поэзия,Сон в летнюю ночь,Уильям Шекспир,A005524,,https://www.respublica.ru/uploads/00/00/00/33/48/large_04ea0caf9ab8f34b.jpg,,100,,False,"В книгу включена знаменитая шекспировская комедия об изменчивости любви, в сюжете которой мир древних Афин соседствует с фантастическим миром эльфов, а персонажи английского фольклора и средневековых рыцарских романов — с образами «Метаморфоз» Овидия. Герои пьесы, пребывающие в озаренном луной зачарованном летнем лесу, становятся игрушками фортуны и совершают необычные, причудливые, экстравагантные поступки.Магия волшебного цветка, сок которого внушает человеку безоглядную любовь к первому встречному, становится причиной удивительных превращений и вереницы трагикомических недоразумений; однако власть могущественного короля эльфов Оберона приводит события, как и положено в комедии, к счастливому концу.",,,978-5-389-03525-6,Азбука,,Мягкая,11 х 18,128,2014,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
2062, Книги; Художественная литература; Поэзия,Двенадцатая ночь,Уильям Шекспир,000056,,https://www.respublica.ru/uploads/01/00/00/24/fh/large_76d8994b05836531.jpg,,100,140,False,"Перу великого английского драматурга Уильяма Шекспира принадлежит более десяти комедий. «Укрощение строптивой», «Сон в летнюю ночь», «Много шума из ничего», «Венецианский купец» — лишь часть из них. Сюжеты шекспировских комедий различны, но есть в них нечто общее — безудержное веселье, перемежающееся иногда и грустью, и незаурядные герои, которых роднит воля, острый ум, стремление к независимости и сокрушающее жизнелюбие. В настоящем издании представлена одна из самых жизнерадостных комедий Шекспира — «Двенадцатая ночь», комедия, которую правильнее было бы назвать романтической сказкой о прекрасной стране Иллирии, стране любви и веселых шуток, в которой любой ищущий любви непременно ее находит, хотя и не всегда там, где искал.",,,978-5-389-03202-6,Азбука,,Мягкая,11 х 18,192,2011,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
2063, Книги; Художественная литература; Детективы,Занавес: Последнее дело Пуаро,Кристи Агата,469616,https://www.respublica.ru/items/345400/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6a/j9/large_2ab9109dd6463d33.jpg,,88,160,True,"Эркюль Пуаро собирается ехать в Стайлз – в то самое место, где началась его блестящая карьера сыщика. Пораженный артритом и потерявший подвижность, великий бельгиец зовет с собой своего старого друга и помощника Гастингса, чтобы тот был его ушами и глазами, дающими пищу по-прежнему активным ""серым клеточкам"" Пуаро. Знаменитую парочку вновь ждет сложное дело. Преступник неизвестен и пока носит имя ""Икс"". Но, предупреждает Пуаро Гастингса, он очень опасен. Это идеальный убийца, интеллектуал, не оставляющий никаких следов и зацепок. На его совести несколько убийств, и он собирается совершить еще одно – убийство самого Эркюля Пуаро…",,,978-5-699-76159-3,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,11 х 16,288,2017,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2064, Книги; Художественная литература; Детективы,Спящий убийца,Кристи Агата,469622,https://www.respublica.ru/items/345320/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6g/0q/large_b79484313f9abce4.jpg,,88,220,True,"Молодая новобрачная Гвенда Рид делает все возможное, чтобы ее новый дом выглядел современным. Но в нем вдруг начинают происходить странные вещи, которые словно отбрасывают Гвенду в мрачное прошлое. Ей мерещатся призраки, каждый шаг по дому превращается в пытку и становится настоящим испытанием для ее разума. Гениальная мисс Марпл берется помочь девушке и пока не знает, что ей придется распутывать преступление, совершенное много лет назад…",,,978-5-699-98657-6,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,11 х 16,288,2017,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2065, Книги; Художественная литература; Детективы,Эркюль Пуаро и Шкатулка с секретом,Кристи Агата,469640,https://www.respublica.ru/items/345306/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/69/p1/large_55b9fcaf69febb5e.jpg,,390,,True,"Существуют книжные герои, с которыми ни за что не хочется расставаться. К таким персонажам относится и Эркюль Пуаро. Понимая это, Фонд наследия Агаты Кристи решил продолжить приключения великого бельгийца. И выбрал в качестве их автора блестящую писательницу детективов Софи Ханну…В конце 1929 года инспектор Скотланд-Ярда Эдвард Кэтчпул и его друг Эркюль Пуаро отбыли из Лондона в Ирландию. Их пригласила в свое поместье леди Плейфорд, известная писательница детективов, не сказав при этом ни слова о причинах своей неожиданной просьбы. Вскоре на торжественном обеде леди Плейфорд обнародовала свое завещание, согласно которому все ее немалое имущество отходило, в обход законных наследников… ее секретарю. В тот же день этот молодой человек был зверски убит в своей комнате. С самого начала стало ясно: убийца – кто-то из обитателей или гостей поместья. При этом мотив для преступления имел чуть ли не каждый из них. Но совершить убийство не мог никто – у всех было железное алиби! Что ж, именно такие, казалось бы, неразрешимые загадки – конек великого Эркюля Пуаро…",,,978-5-699-91563-7,Эксмо,Агата Кристи. Серебряная коллекция,Твердая,10 х 16,416,2016,Русский,Зарубежные,Триллеры,Россия,284,16+,,,,,,,,,,,,,,,
2066, Книги; Художественная литература; Детективы,Карибская тайна,Кристи Агата,469430,https://www.respublica.ru/items/345124/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/62/9j/large_d45c7a7072d3e764.jpg,,240,,True,"Даже пожилой и консервативной мисс Марпл иногда хочется экзотического отдыха. Но и на небольшом карибском острове ей не найти покоя. Цепь смертей, на первый взгляд кажущихся случайными, вынудит великую сыщицу заняться любимым делом — поиском преступника!",,,978-5-04-090333-7,Эксмо,Культовая классика,Мягкая,11 х 18,288,2017,Русский,Зарубежные,Криминальные,Россия,141,16+,,,,,,,,,,,,,,,
2067, Книги; Художественная литература; Детективы,Таинственный мистер Кин. Гончая смерти,Кристи Агата,460681,https://www.respublica.ru/items/336292/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/5w/l9/large_5af48779519fc23c.jpg,,520,,True,"""Таинственный мистер Кин"".Таинственный мистер Харли Кин появляется и исчезает внезапно. Недаром его имя так похоже на ""Арлекин"". Он всегда выступает другом влюбленных, но появление его ассоциируется со смертью. В эту книгу вошли двенадцать рассказов (мистических и не очень) о мистере Кине. Сама Агата Кристи считала этого загадочного Арлекина одним из любимых своих персонажей.""Гончая смерти"".В книгу вошли двенадцать рассказов Агаты Кристи, объединенных в авторский сборник ""Гончая смерти"". Самый знаменитый рассказ сборника — ""Свидетель обвинения"" — был переделан в пьесу. Одноименный фильм — экранизация этого рассказа/пьесы был снят в 1957 году и считается одним из лучших детективных фильмов в истории кино. Главную роль в фильме исполнила великая Марлен Дитрих.",,,978-5-699-99086-3,Эксмо,Агата Кристи. Золотая коллекция,Твердая,14 x 21,480,2017,Русский,Зарубежные,Криминальные,Россия,525,16+,,,,,,,,,,,,,,,
2068, Книги; Художественная литература; Детективы,"Убийство в ""Восточном экспрессе""",Кристи Агата,448539,https://www.respublica.ru/items/323893/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6g/1s/large_6e54821aa21fd9d3.jpg,,250,,True,"Находившийся в Стамбуле великий сыщик Эркюль Пуаро возвращается в Англию на знаменитом ""Восточном экспрессе"", в котором вместе с ним едут, кажется, представители всех возможных национальностей. Один из пассажиров, неприятный американец по фамилии Рэтчетт, предлагает Пуаро стать своим телохранителем, поскольку считает, что его должны убить. Знаменитый бельгиец отмахивается от этой абсурдной просьбы. А на следующий день американца находят мертвым в своем купе, причем двери закрыты, а окно открыто. Пуаро немедленно берется за расследование - и выясняет, что купе полно всевозможных улик, указывающих… практически на всех пассажиров ""Восточного экспресса"". Вдобавок поезд наглухо застревает в снежных заносах в безлюдном месте. Пуаро необходимо найти убийцу до того, как экспресс продолжит свой путь…",,,978-5-699-93066-1,Эксмо,Pocket book,Мягкая,"18 х 11,5",320,2016,Русский,Зарубежные,Криминальные,Россия,166,16+,,,,,,,,,,,,,,,
2069, Книги; Художественная литература; Детективы,В 4:50 с вокзала Паддингтон. Дело смотрительницы,Кристи Агата,404462,,https://www.respublica.ru/uploads/01/00/00/58/2l/large_403d566bf4a1896e.jpg,,520,,False,"""В 4:50 с вокзала Паддингтон"".Мисс Макгилликадди, пожилая дама, рассказывает своей подруге, что видела из окна поезда во время стоянки ужасную сцену: в окне вагона встречного поезда мужчина задушил молодую женщину. Поезда разъехались, а мисс Макгилликадди, чтобы понять, галлюцинация это или нет, остается рассчитывать только на помощь подруги. Но подруга-то не простая, ведь зовут ее – мисс Джейн Марпл!""Дело смотрительницы"".Много сложнейших дел раскрыла уникальная женщина-сыщик мисс Марпл, но, пожалуй, никогда и нигде ее блестящий талант не раскрывался так, как в ее последних делах. О них и повествует этот сборник рассказов. Великой сыщице предстоит разыскать пропавшие драгоценности, помочь расшифровать завещание, расследовать убийство портновской меркой, раскрыть преступление по книге, вывести на чистую воду мошенниц, а также помочь адвокату защитить клиента. Кроме того, в сборник вошли еще два детективных рассказа, не входящих ни в один цикл.",,,978-5-699-84268-1,Эксмо,Агата Кристи. Золотая коллекция,Твердая,14 x 21,384,2015,Русский,Зарубежные,Исторические,Россия,439,16+,,,,,,,,,,,,,,,
2070, Книги; Художественная литература; Детективы,Объявлено убийство,Кристи Агата,479303,https://www.respublica.ru/items/355011/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6h/79/large_7bd1f3b34a6c09f0.jpg,,295,,True,"Агата Кристи – самый публикуемый автор всех времен и народов после Шекспира. Тиражи ее книг уступают только тиражам его произведений и Библии. В мире продано больше миллиарда книг Кристи на английском языке и столько же - на других языках. Она автор восьмидесяти детективных романов и сборников рассказов, двадцати пьес, двух книг воспоминаний и шести психологических романов, написанных под псевдонимом Мэри Уэстмакотт. Ее персонажи Эркюль Пуаро и мисс Марпл навсегда стали образцовыми героями остросюжетного жанра.Многие произведения писательницы были превращены в пьесы, фильмы и телевизионные сериалы. Среди наиболее известных фильмов по ее произведениям – «Убийство в “Восточном экспрессе""» (1974 и 2017 г.) и «Смерть на Ниле» (1978 г.). Роль Пуаро в этих фильмах сыграли знаменитые актеры Альберт Финни, Кеннет Брана и Питер Устинов соответственно. На телевизионном экране незабываемый образ великого сыщика создал Дэвид Суше, а мисс Марпл воплотили такие актрисы, как Джоан Хиксон, Джеральдин Макьюэн и Джулия Маккензи.Что делать жителям городка Литтл-Пэддокс, когда в утренних газетах они обнаруживают объявление следующего содержания: ""Объявлено убийство, которое произойдет в пятницу, двадцать девятого октября, в восемнадцать часов тридцать минут в Литтл-Пэддоксе. Только сегодня! Друзья, спешите принять участие!"" Только мисс Марпл с помощью своих невероятных логических способностей сможет распутать клубок событий.""Несомненно, она гений""Элизабет Джордж, автор бестселлеров New York Times""Общепринято считать Кристи блестящим мастером острого сюжета. Однако она представляет собой нечто гораздо более значительное""The Guardian""Шедевр Агаты Кристи""Spectator",,,978-5-04-094498-9,Эксмо,Взрослая развлекательная литература. Художественная и документальная,Мягкая,12 х 19,320,2018,Русский,Зарубежные,Криминальные,Россия,238,16+,,,,,,,,,,,,,,,
2071, Книги; Художественная литература; Детективы,Багдадская встреча,Кристи Агата,478486,,https://www.respublica.ru/uploads/01/00/00/6g/8l/large_0fea6a569eaa178f.jpg,,160,,False,"Бессмертная классика мирового детектива! Агата Кристи – самый публикуемый автор всех времен и народов после Шекспира. Тиражи ее книг уступают только тиражам его произведений и Библии. В мире продано больше миллиарда книг Кристи на английском языке и столько же - на других языках. Она автор восьмидесяти детективных романов и сборников рассказов, двадцати пьес, двух книг воспоминаний и шести психологических романов, написанных под псевдонимом Мэри Уэстмакотт. Ее персонажи Эркюль Пуаро и мисс Марпл навсегда стали образцовыми героями остросюжетного жанра. Многие произведения писательницы были превращены в пьесы, фильмы и телевизионные сериалы.",,,978-5-04-093949-7,Эксмо-Пресс,Pocket book,Мягкая,11 х 18,320,2018,Русский,Мировые,Криминальные,,,,,,,,,,,,,,,,,,
2072, Книги; Художественная литература; Детективы,Горе невинным,Кристи Агата,478489,,https://www.respublica.ru/uploads/00/00/00/6g/8q/large_c2544fcced4d7ef3.jpg,,160,,False,"Агата Кристи – непревзойденная королева детектива. Бессменный президент Английского детективного клуба и леди, удостоенная дворянского титула за свои литературные подвиги.Два года прошло с тех пор, как Джек Эрджайл, осужденный за убийство матери, умер в заключении – умер, нося на себе клеймо самого страшного преступления, какое только можно себе вообразить. И никто не прислушивался к его словам о том, что он невиновен. Но вдруг ситуация меняется – из антарктической экспедиции возвращается полярный исследователь доктор Калгари. Он точно знает, что у Джека было алиби, и полон решимости отыскать настоящего преступника и оправдать осужденного, пусть и посмертно. Семья Эрджайла недовольна таким поворотом событий: теперь оказывается, что убийца – кто-то из них, вполне благопристойных граждан…",,,978-5-04-094796-6,Эксмо-Пресс,Pocket book,Мягкая,11 х 18,320,2018,Русский,Мировые,Криминальные,,,,,,,,,,,,,,,,,,
2073, Книги; Художественная литература; Детективы,Таинственный противник. Партнеры по преступлению,Кристи Агата,469606,https://www.respublica.ru/items/345422/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/65/yf/large_56ae41cc6e18d9e3.jpg,,530,,True,"""Таинственный противник"" Томми Бересфорд и Таппенс Коули - настоящая сладкая парочка. Но есть одна проблема: у них нет ни денег, ни работы, и они всегда на мели. Тогда в их головы приходит решение открыть собственное предприятие «Молодые авантюристы лтд», ибо мошенничать получается у них лучше всего. А вот и первый заказ от некоего мистера Виттингтона. Плата за услуги отличная, но дело такое странное, что Таппенс решает не открывать свое настоящее имя и представляется именем, которое случайно подслушала в разговоре Виттингтона с другим человеком. И вдруг заказчик меняется в лице, поспешно уходит, почему-то отдав Таппенс большую сумму денег, а вскоре бесследно исчезает с горизонта авантюристов. Заинтригованные Бересфорд и Коули желают узнать, кто же этот Виттингтон и почему он так боится имени Джейн Финн...",,,978-5-699-90494-5,Эксмо,Агата Кристи. Золотая коллекция,Твердая,14 x 21,480,2016,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2074, Книги; Художественная литература; Детективы,Убийство в доме викария,Кристи Агата,469623,https://www.respublica.ru/items/345409/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6f/xr/large_5f9c9a18580e5272.jpg,,150,,True,"В этом романе впервые появляется одна из любимых героинь Агаты Кристи – мисс Джейн Марпл. Эта дотошная и обаятельная пожилая леди, проживающая в деревне Сент-Мэри-Мид, способна распутывать самые головоломные ситуации, лишь ненадолго отвлекаясь от вязания и пропалывания сорняков в любимом саду. Первым расследованием мисс Марпл станет убийство полковника Протеро. Слишком многие в деревне мечтали о смерти этого неприятного типа: даже викарий, в доме которого совершено убийство, может попасть под подозрение!",,,978-5-699-95606-7,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,11 х 16,320,2017,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2075, Книги; Художественная литература; Детективы,"Убийство в доме викария. Отель ""Бертрам""",Кристи Агата,469610,https://www.respublica.ru/items/345399/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6g/x7/large_f61a082f845615c1.jpg,,710,,True,"""Убийство в доме викария""В этом романе впервые появляется одна из любимых героинь Агаты Кристи – мисс Джейн Марпл. Эта дотошная и обаятельная пожилая леди, проживающая в деревне Сент-Мэри-Мид, способна распутывать самые головоломные ситуации, лишь ненадолго отвлекаясь от вязания и пропалывания сорняков в любимом саду. Первым расследованием мисс Марпл станет убийство полковника Протеро. Слишком многие в деревне мечтали о смерти этого неприятного типа: даже викарий, в доме которого совершено убийство, может попасть под подозрение!""Отель ""Бертрам""Если уж несравненную мисс Марпл угораздило, бросив свой цветник, выбраться из дома и поселиться в отеле, пусть даже весьма респектабельном, то там непременно произойдет преступление. Причем такое, что пожилой леди придется для раскрытия не только применить свою знаменитую логику, но и воспользоваться достижениями научно-технического прогресса.",,,978-5-04-088914-3,Эксмо,Агата Кристи. Золотая коллекция,Твердая,"14,5 х 21,5",448,2017,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2076, Книги; Художественная литература; Детективы,Тайна замка Чимниз,Кристи Агата,469630,https://www.respublica.ru/items/345401/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6a/j4/large_5c3fb798573931e5.jpg,,220,,True,"Энтони Кейд вряд ли мог ожидать, что обычное поручение друга доставить рукопись по назначению швырнет его прямо в сердце международного заговора. Действительно ли так важны мемуары графа Стилптича? И кто скрывается под именем ""короля Виктора""? Видимо, все это очень и впрямь важно - ибо за всей этой историей немедленно потянулся жуткий шлейф преступлений. Убийство, шантаж, украденные письма, пропажа знаменитого драгоценного камня, коварные замыслы тайной организации… Все ниточки ведут в Чимниз, один из старинных британских замков, где полицию ожидает ошеломляющая разгадка…",,,978-5-699-81037-6,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,12 х 16,352,2015,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2077, Книги; Художественная литература; Детективы,Горе невинным,Кристи Агата,469632,https://www.respublica.ru/items/345402/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6f/xw/large_7f58e7a904b21286.jpg,,220,,True,"Два года прошло с тех пор, как Джек Эрджайл, осужденный за убийство матери, умер в заключении – умер, нося на себе клеймо самого страшного преступления, какое только можно себе вообразить. И никто не прислушивался к его словам о том, что он невиновен. Но вдруг ситуация меняется – из антарктической экспедиции возвращается полярный исследователь доктор Калгари. Он точно знает, что у Джека было алиби, и полон решимости отыскать настоящего преступника и оправдать осужденного, пусть и посмертно. Семья Эрджайла недовольна таким поворотом событий: теперь оказывается, что убийца – кто-то из них, вполне благопристойных граждан…",,,978-5-699-99085-6,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,11 х 16,352,2017,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2078, Книги; Художественная литература; Детективы,Мистер Паркер Пайн,Кристи Агата,469633,https://www.respublica.ru/items/345387/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6a/ft/large_9d98870aa6d8bcb4.jpg,,220,,True,"Паркер Пайн занимается необычным делом – устраивает людям личное счастье: восстанавливает семейные союзы, помогает найти спутника жизни, старается вернуть вкус бытия разочаровавшимся в нем. При этом он организует самые настоящие представления по сценариям, написанным писательницей Ариадной Оливер, хорошо знакомой читателям Агаты Кристи. Но часто людские невзгоды и несчастья сопровождаются преступлениями – или ведут к ним. И это обратная сторона работы Паркера Пайна…В этом сборнике рассказов поклонники творчества Леди Агаты встретятся также с еще одним популярным персонажем – будущей секретаршей Пуаро мисс Лемон.",,,978-5-699-93009-8,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,11 х 16,320,2016,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2079, Книги; Художественная литература; Детективы,Доколе длится свет,Кристи Агата,469619,https://www.respublica.ru/items/345370/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6f/xz/large_f519f6a0cb2caf01.jpg,,220,,True,"Под палящим африканским солнцем путешествуют новобрачные Джордж Кроузер и его жена Дайдра. Женщина приехала в Африку со своим избранником, чтобы найти хоть какие-то следы своего первого мужа, погибшего где-то здесь во время Первой мировой войны. Через все трудности и опасные обстоятельства этого путешествия Дайдру ведет лишь одна мысль: ""Доколе длится свет, я не забуду""…Этот сборник уникален тем, что в него вошли редкие и малоизвестные новеллы Агаты Кристи, а также оригинальные версии хорошо знакомых читателям рассказов. В нескольких рассказах сборника ""Доколе длится свет"" появляется великий Эркюль Пуаро.",,,978-5-699-99670-4,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,11 х 16,256,2017,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2080, Книги; Художественная литература; Детективы,Дело смотрительницы,Кристи Агата,469625,https://www.respublica.ru/items/345371/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6f/xy/large_6ffdb876aeb4075e.jpg,,130,220,True,"Много сложнейших дел раскрыла уникальная женщина-сыщик мисс Марпл, но, пожалуй, никогда и нигде ее блестящий талант не раскрывался так, как в ее последнизх делах. О них и повествует этот сборник рассказов. Великой сыщице предстоит разыскать пропавшие драгоценности, помочь расшифровать завещание, расследовать убийство портновской меркой, раскрыть преступление по книге, вывести на чистую воду мошенниц, а также помочь адвокату защитить клиента. Кроме того, в сборник вошли еще два детективных рассказа, не входящих ни в один цикл.",,,978-5-699-83533-1,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,11 х 16,256,2017,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
2081, Книги; Художественная литература; Детективы,Второй удар гонга,Кристи Агата,469617,https://www.respublica.ru/items/345362/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6g/0p/large_0986cd8cd2ac8504.jpg,,140,,True,"У себя в комнате обнаружен мертвым хозяин дома. Все двери и окна в комнате плотно закрыты, а рядом с телом лежит оружие. Самоубийство? Вероятно, так и считали бы все домочадцы и представители властей, но волей случая на званый обед в доме, где случилось это несчастье, был приглашен Эркюль Пуаро. Ему и предстоит разгадать тайну запертой комнаты…В эту книгу вошло восемь рассказов Агаты Кристи. В некоторых из них читатель встретится с любимыми сыщиками королевы детектива – Эркюлем Пуаро, Паркером Пайном и Харли Кином. Еще два рассказа совершенно самостоятельны; они наглядно демонстрируют, как сложный детективный сюжет можно развить в столь небольшом объеме текста.",,,978-5-699-77024-3,Эксмо,Агата Кристи. Серебряная коллекция,Мягкая,11 х 16,288,2017,Русский,Зарубежные,Криминальные,Россия,134,16+,,,,,,,,,,,,,,,
2082, Книги; Художественная литература; Детективы,Икс или игрек? Щелкни пальцем только раз,Кристи Агата,469608,https://www.respublica.ru/items/345366/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/65/ym/large_7bf0e2e61e75d148.jpg,,569,,True,"Икс или игрек? Сыщики-любители Томми и Таппенс решают едва ли не самую сложную в их жизни задачу. В затерянном на пустынном побережье Англии пансионе, где обитают старушки, отставные полковники да старые девы, затаились и готовятся к активным действиям против Англии нацистские шпионы. Условно их называют «Икс» и «Игрек». Кто они? Как они выглядят? Как их вычислить? Сложнейшая головоломка дополняется опасными и непредсказуемыми приключениями… Щелкни пальцем только раз: Почтенная чета Бересфордов – некогда неуемные искатели приключений Томми и Таппенс – посещает родственницу в доме престарелых. Там Таппенс случайно знакомится с одной странной старушкой, которая рассказывала всем подряд о зловещих убийствах, отравлениях и черной магии. А вскоре Бересфорды узнают о том, что эта старушка внезапно – и совершенно бесследно – исчезла из богоугодного заведения. И неугомонная Таппенс отправляется на ее поиски, несмотря на свой уже солидный возраст, – ибо чутье подсказывает ей, что дело тут и впрямь нечисто...",,,978-5-699-94352-4,Эксмо,Агата Кристи. Золотая коллекция,Твердая,14 x 21,416,2017,Русский,Зарубежные,Криминальные,Россия,456,16+,,,,,,,,,,,,,,,
2083, Книги; Художественная литература; Детективы,"Горе невинным. Вилла ""Белый конь""",Кристи Агата,469609,https://www.respublica.ru/items/345357/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/65/yo/large_6e9eff1268c94fd4.jpg,,670,,True,"Горе невинным:Два года прошло с тех пор, как Джек Эрджайл, осужденный за убийство матери, умер в заключении – умер, нося на себе клеймо самого страшного преступления, какое только можно себе вообразить. И никто не прислушивался к его словам о том, что он невиновен. Но вдруг ситуация меняется – из антарктической экспедиции возвращается полярный исследователь доктор Калгари. Он точно знает, что у Джека было алиби, и полон решимости отыскать настоящего преступника и оправдать осужденного, пусть и посмертно. Семья Эрджайла недовольна таким поворотом событий: теперь оказывается, что убийца – кто-то из них, вполне благопристойных граждан…Вилла ""Белый конь"":Возможно ли убийство посредством телепатии? Можно ли отравить человека при помощи древнего колдовства? Связан ли целый ряд таинственных несчастных случаев с ритуалами черной магии? Ответы на этот вопрос может дать только миссис Ариадна Оливер – писательница, регулярно появляющаяся во многих романах Агаты Кристи.",,,978-5-699-95001-0,Эксмо,Агата Кристи. Золотая коллекция,Твердая,14 x 21,448,2017,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
