,Категория,Название,Автор,ID,Превью,Изображение,Оценка,Цена,Цена (старая),В наличии,Описание,Число отзывов,Число оценок,ISBN,Издательство,Серия,Обложка,Формат,Количество страниц,Год издания,Язык,Раздел,Направление,Страна-производитель,"Вес, г",Возрастные ограничения,Жанр,Герои,Эпоха,Возраст,Иллюстратор,Тип,Вид бумаги,Материал,"Размер, см",Пол,Назначение,Тематика,Упаковка,Рисунок,Иллюстрации
216, Книги; Художественная литература; Современная проза,К западу от Октября,Рэй Брэдбери,469751,https://www.respublica.ru/items/345434/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/69/nf/large_8564171bf41d6d11.jpg,,100,160,True,"В спальне захолустного мотеля на почетном месте стоит надгробный камень…Древний ирландский призрак преследует знаменитого кинорежиссера всей силой своей нерастраченной любви…Герою-авиатору Первой мировой войны мнится, что ему выставлен счет за былые победы…От современного классика американской литературы — двадцать три истории о любви, смерти, человеческих взаимоотношениях и вопросах бытия.",,,978-5-699-97931-8,Эксмо,100 главных книг,Мягкая,11 х 18,352,2017,Русский,Зарубежные,,Россия,172,16+,,,,,,,,,,,,,,,
217, Книги; Художественная литература; Современная проза,Мы плотники незримого собора,Рэй Брэдбери,469752,https://www.respublica.ru/items/345435/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/69/n9/large_cb97e353e654f5ae.jpg,,100,160,True,"Каждая новая книга Брэдбери, великого мастера, классика американской литературы, — величайшее событие, тем более если речь идет о произведениях, до сих пор не издававшихся на русском языке.Человеколюбие, пылкая фантазия, своеобразие стиля, тематическая разноплановость — все, за что мы любим Брэдбери, можно найти в этом сборнике. С первых шагов он был универсальнее и глубже тех жанровых границ, куда его загоняли. Певец детства, романтик-гуманист, борец за свободу, знаток традиции, создатель незабываемых сюжетов, Брэдбери с самого начала показал свою оригинальность и глубину. И ранние рассказы, собранные под этой обложкой, — яркое тому доказательство.",,,978-5-699-96416-1,Эксмо,100 главных книг,Мягкая,11 х 18,352,2017,Русский,Зарубежные,,Россия,181,16+,,,,,,,,,,,,,,,
218, Книги; Художественная литература; Современная проза,Далеко за полночь,Рэй Брэдбери,469651,,https://www.respublica.ru/uploads/00/00/00/69/oq/large_94078685377baa33.jpg,,160,,False,"Полночь – это дверь, ведущая в волшебную даль. За ней могут скрываться история первой любви и украденный попугай Хемингуэя, самозародившееся знойным летом зло в людском обличье и заводной Бернард Шоу, воскресенье в Дублине и отпуск в Мексике у подножья грозного вулкана.Все это – в авторском сборнике зрелого Брэдбери, на полпути от ""Золотых яблок Солнца"" к ""Вождению вслепую"".",,,978-5-699-94954-0,Эксмо,100 главных книг,Мягкая,11 х 19,416,2017,Русский,Зарубежные,,Россия,205,16+,,,,,,,,,,,,,,,
219, Книги; Художественная литература; Фантастика и фэнтези,Механизмы радости,Рэй Брэдбери,469652,https://www.respublica.ru/items/345356/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/cf/ve/large_c6ef080ce2359661.jpg,,280,,True,"У этих механизмов никогда не бывает сбоев. Они вечны, как вечный двигатель и снега на вершине Килиманджаро. Потому что человек, их создавший, один из лучших в мире выдумщиков небывалых вещей, Рэй Брэдбери, писатель, фантаст, поэт, для которого создавать механизмы радости такое же привычное ремесло, как для пекаря делать хлеб, а для винодела - вино.",,,978-5-699-89947-0,Эксмо,100 главных книг,Мягкая,"18 x 11,5",416,2016,Русский,Зарубежные,Научная ,Россия,204,16+,,,,,,,,,,,,,,,
220, Книги; Художественная литература; Современная проза,Вино из одуванчиков,Рэй Брэдбери,469650,https://www.respublica.ru/items/345330/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/69/or/large_b9273a8c1900b90b.jpg,,260,,True,"Войдите в светлый мир двенадцатилетнего мальчика и проживите с ним одно лето, наполненное событиями радостными и печальными, загадочными и тревожными; лето, когда каждый день совершаются удивительные открытия, главное из которых — ты живой, ты дышишь, ты чувствуешь!""Вино из одуванчиков"" Рэя Брэдбери — классическое произведение, вошедшее в золотой фонд мировой литературы.",,,978-5-699-94694-5,Эксмо,100 главных книг,Мягкая,11 х 18,352,2017,Русский,Зарубежные,,Россия,181,16+,,,,,,,,,,,,,,,
221, Книги; Художественная литература; Фантастика и фэнтези,Марсианские хроники,Рэй Брэдбери,469415,https://www.respublica.ru/items/345109/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6d/yu/large_3e380b92e65fc481.jpg,,160,,True,"Хотите покорить Марс, этот странный изменчивый мир, населенный загадочными, неуловимыми обитателями и не такой уж добрый к человеку? Дерзайте. Но только приготовьтесь в полной мере испить чашу сожалений и тоски - тоски по зеленой планете Земля, на которой навсегда останется ваше сердце. Цикл удивительных марсианских историй Рэя Брэдбери - классическое произведение, вошедшее в золотой фонд мировой литературы.",,,978-5-699-92745-6,Эксмо,Культовая классика,Твердая,13 x 20,288,2016,Русский,Зарубежные,Научная ,Россия,296,16+,,,,,,,,,,,,,,,
222, Книги; Художественная литература; Фантастика и фэнтези,Марсианские хроники,Рэй Брэдбери,469389,https://www.respublica.ru/items/345082/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/62/a7/large_7b807e913299051d.jpg,,160,,True,"Хотите покорить Марс, этот странный изменчивый мир, населенный загадочными, неуловимыми обитателями и не такой уж добрый к человеку? Дерзайте. Но только приготовьтесь в полной мере испить чашу сожалений и тоски – тоски по зеленой планете Земля, на которой навсегда останется ваше сердце. Цикл удивительных марсианских историй Рэя Брэдбери – классическое произведение, вошедшее в золотой фонд мировой литературы.",,,978-5-699-99976-7,Эксмо,Культовая классика,Мягкая,11 х 18,304,2017,Русский,Зарубежные,Научная ,Россия,,,,,,,,,,,,,,,,,
223, Книги; Художественная литература; Книги на иностранных языках,Вино из одуванчиков. The Dandelion Wine,Рэй Брэдбери,465536,https://www.respublica.ru/items/341169/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/5w/ci/large_a63414a2c93ae5a6.jpg,,420,,True,"Войдите в светлый мир двенадцатилетнего мальчика и проживите с ним одно лето, наполненное событиями радостными и печальными, загадочными и тревожными; лето, когда каждый день совершаются удивительные открытия, главное из которых — ты живой, ты дышишь, ты чувствуешь! ""Вино из одуванчиков"" Рэя Брэдбери — классическое произведение, вошедшее в золотой фонд мировой литературы.",,,978-5-04-089141-2,Эксмо,Билингва Bestseller,Мягкая,11 х 18,592,2017,Английский,Зарубежные,,Россия,,,Проза,,,,,,,,,,,,,,
224, Книги; Художественная литература; Фантастика и фэнтези,451' по Фаренгейту,Рэй Брэдбери,457658,https://www.respublica.ru/items/333265/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/9j/xw/large_fed3014c11c95c5b.jpg,,228,,True,"451° по Фаренгейту — температура, при которой воспламеняется и горит бумага. Философская антиутопия Брэдбери рисует беспросветную картину развития постиндустриального общества: это мир будущего, в котором все письменные издания безжалостно уничтожаются специальным отрядом пожарных, а хранение книг преследуется по закону, интерактивное телевидение успешно служит всеобщему оболваниванию, карательная психиатрия решительно разбирается с редкими инакомыслящими, а на охоту за неисправимыми диссидентами выходит электрический пес…",,,978-5-699-96950-0,Эксмо,Культовая классика (крафт),Мягкая,"18 x 11,5",256,2017,Русский,Зарубежные,Постапокалипсис,Россия,134,16+,,,,,,,,,,,,,,,
225, Книги; Художественная литература; Современная проза,Вино из одуванчиков,Рэй Брэдбери,457649,https://www.respublica.ru/items/333256/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/4m/do/large_cae08c103c88c85a.jpg,5.0,240,,True,"Войдите в светлый мир двенадцатилетнего мальчика и проживите с ним одно лето, наполненное событиями радостными и печальными, загадочными и тревожными; лето, когда каждый день совершаются удивительные открытия, главное из которых - ты живой, ты дышишь, ты чувствуешь! ""Вино из одуванчиков"" Рэя Брэдбери - классическое произведение, вошедшее в золотой фонд мировой литературы.",1,1,978-5-699-94693-8,Эксмо,,Мягкая,12 х 18,352,2017,Русский,Зарубежные,,Россия,182,16+,,,,,,,,,,,,,,,
226, Книги; Художественная литература; Современная проза,Вино из одуванчиков,Рэй Брэдбери,457376,https://www.respublica.ru/items/332983/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6h/2c/large_607e893cb4d1ef26.jpg,,240,,True,"Войдите в светлый мир двенадцатилетнего мальчика и проживите с ним одно лето, наполненное событиями радостными и печальными, загадочными и тревожными; лето, когда каждый день совершаются удивительные открытия, главное из которых - ты живой, ты дышишь, ты чувствуешь! ""Вино из одуванчиков"" Рэя Брэдбери - классическое произведение, вошедшее в золотой фонд мировой литературы.",,,978-5-699-97332-3,Эксмо,Культовая классика,Мягкая,12 х 18,352,2017,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
227, Книги; Художественная литература; Современная проза,Мы - плотники незримого собора,Рэй Брэдбери,454564,,https://www.respublica.ru/uploads/01/00/00/6h/2v/large_be90d5ce8e513f2b.jpg,,250,,False,"Каждая новая книга Брэдбери, великого мастера, классика американской литературы, - величайшее событие, тем более если речь идет о произведениях, до сих пор не издававшихся на русском языке.Человеколюбие, пылкая фантазия, своеобразие стиля, тематическая разноплановость - все, за что мы любим Брэдбери, можно найти в этом сборнике. С первых шагов он был универсальнее и глубже тех жанровых границ, куда его загоняли. Певец детства, романтик-гуманист, борец за свободу, знаток традиции, создатель незабываемых сюжетов, Брэдбери с самого начала показал свою оригинальность и глубину. И ранние рассказы, собранные под этой обложкой, - яркое тому доказательство.",,,978-5-699-96414-7,Эксмо,Pocket book,Мягкая,11 х 18,352,2017,Русский,Зарубежные,,Россия,183,16+,,,,,,,,,,,,,,,
228, Книги; Художественная литература; Современная проза,Далеко за полночь,Рэй Брэдбери,451938,https://www.respublica.ru/items/327336/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6h/3y/large_5b735d235799ad61.jpg,,160,,True,"Полночь – это дверь, ведущая в волшебную даль. За ней могут скрываться история первой любви и украденный попугай Хемингуэя, самозародившееся знойным летом зло в людском обличье и заводной Бернард Шоу, воскресенье в Дублине и отпуск в Мексике у подножья грозного вулкана.Все это – в авторском сборнике зрелого Брэдбери, на полпути от «Золотых яблок Солнца» к «Вождению вслепую».",,,978-5-699-94953-3,Эксмо,Pocket book,Мягкая,11 х 18,416,2017,Русский,Зарубежные,,Россия,205,16+,,,,,,,,,,,,,,,
229, Книги; Художественная литература; Фантастика и фэнтези,451' по Фаренгейту,Рэй Брэдбери,450637,https://www.respublica.ru/items/325962/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/c9/83/large_d29b38dd5c8fd498.jpg,,270,,True,"451° по Фаренгейту — температура, при которой воспламеняется и горит бумага. Философская антиутопия Брэдбери рисует беспросветную картину развития постиндустриального общества: это мир будущего, в котором все письменные издания безжалостно уничтожаются специальным отрядом пожарных, а хранение книг преследуется по закону, интерактивное телевидение успешно служит всеобщему оболваниванию, карательная психиатрия решительно разбирается с редкими инакомыслящими, а на охоту за неисправимыми диссидентами выходит электрический пес… Роман, принесший своему творцу мировую известность.",,,978-5-699-93498-0,Эксмо,Рэй брэдбери. вино из фантазий,Твердая,10 х 16,320,2017,Русский,Зарубежные,,Россия,227,16+,,,,,,,,,,,,,,,
230, Книги; Художественная литература; Фантастика и фэнтези,451 по Фаренгейту. Рассказы,Рэй Брэдбери,450160,https://www.respublica.ru/items/325484/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/3e/jk/large_d34d19907f86acfd.jpg,,590,,True,"Великий, удивительный, абсолютно неподражаемый Рэй Брэдбери! Что бы вы ни читали: детективную историю ""Смерть-дело одинокое"", или роман ""Надвигается беда"", или ""451 по Фаренгейту"", или мистику, или постигали магический реализм его рассказов, все это - его собственный стиль, его собственное направление в литературе. В сборник вошли, ставшие уже хрестоматийными шедевры "" 451 по Фаренгейту"" и авторский сборник рассказов ""Механизмы радости"". ""Перед нами писатель, заслуживший место в истории американской литературы. Спасибо таланту Брэдбери, создавшему мир своеобразный и неповторимый, спасибо нашей удаче, позволившей нам войти с ним в этот мир."" Клайв Баркер.",,,978-5-699-93896-4,Эксмо,Библиотека всемирной литературы,Суперобложка,13 х 21,544,2016,Русский,Зарубежные,,Россия,488,16+,,,,,,,,,,,,,,,
231, Книги; Художественная литература; Фантастика и фэнтези,451' по Фаренгейту,Рэй Брэдбери,442723,,https://www.respublica.ru/uploads/01/00/00/6d/xb/large_9108ec4fb90fa5f6.jpg,,290,,False,"451° по Фаренгейту - температура, при которой воспламеняется и горит бумага. Философская антиутопия Брэдбери рисует беспросветную картину развития постиндустриального общества: это мир будущего, в котором все письменные издания безжалостно уничтожаются специальным отрядом пожарных, а хранение книг преследуется по закону, интерактивное телевидение успешно служит всеобщему оболваниванию, карательная психиатрия решительно разбирается с редкими инакомыслящими, а на охоту за неисправимыми диссидентами выходит электрический пес… Роман, принесший своему творцу мировую известность.",,,978-5-699-92359-5,Эксмо,,Мягкая,11 х 18,256,2016,Русский,Зарубежные,Научная ,Россия,132,16+,,,,,,,,,,,,,,,
232, Книги; Художественная литература; Фантастика и фэнтези,Отныне и вовек,Рэй Брэдбери,440903,https://www.respublica.ru/items/316171/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/31/sp/large_ea94383a291f2657.jpg,,160,,True,"В книгу вошли две повести Великого Рэя Брэдбери, работа над которыми велась более полувека. Повесть ""Где-то играет оркестр"", написанная о журналисте, попавшем в идиллический городок, где никто не стареет и не умирает, изначально задумывалась как сценарий для романтической мелодрамы с Кэтрин Хепберн в главной роли, а ""Левиафан - 99"" - как радиопьеса, своего рода космический римейк ""Моби Дика"".",,,978-5-699-91267-4,Эксмо,100 главных книг,Мягкая,11 х 18,224,2016,Русский,Зарубежные,Мистика,Россия,340,16+,,,,,,,,,,,,,,,
233, Книги; Художественная литература; Фантастика и фэнтези,Марсианские хроники,Рэй Брэдбери,426002,https://www.respublica.ru/items/296889/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6d/xk/large_76a0152aecfc58ae.jpg,,176,440,True,"Хотите покорить Марс, этот странный изменчивый мир, населенный загадочными, неуловимыми обитателями и не такой уж добрый к человеку? Дерзайте. Но только приготовьтесь в полной мере испить чашу сожалений и тоски — тоски по зеленой планете Земля, на которой навсегда останется ваше сердце. Цикл удивительных марсианских историй Рэя Брэдбери— классическое произведение, вошедшее в золотой фонд мировой литературы.",,,978-5-699-82879-1,Эксмо,Интеллектуальный бестселлер,Твердая,10 х 16,368,2015,Русский,Зарубежные,Научная ,Россия,,,,,,,,,,,,,,,,,
234, Книги; Художественная литература; Современная проза,Вино из одуванчиков,Рэй Брэдбери,403406,https://www.respublica.ru/items/274110/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/2t/2v/large_bd05a98e9082e5a4.jpg,,400,,True,"В сборник вошли ставшие уже классическими произведения великого Рэя Брэдбери: ""Вино из одуванчиков"", его продолжение, которого пришлось ждать полвека ""Лето, прощай"", а также повесть ""Канун всех святых"". Если первые два романа - совсем не фантастические, а во многом автобиографические, где можно провести одно лето в компании с двенадцатилетними мальчишками, лето, когда каждый день совершаются удивительные открытия, лето, наполненное событиями радостными и печальными, загадочными и тревожными. И напротив, сюжет повести ""Канун всех святых""- приключения мальчишек в загробном мире. И этот сюжет служит поводом для детального анализа вопросов противостояния добра и зла, жизни и смерти, обзора едва ли не всех религий и верований, традиций и мифов.",,,978-5-699-83975-9,Эксмо,Библиотека всемирной литературы,Суперобложка,13 х 20,544,2015,Русский,Зарубежные,,Россия,482,16+,,,,,,,,,,,,,,,
235, Книги; Художественная литература; Современная проза,Дзен в искусстве написания книг,Рэй Брэдбери,397066,,https://www.respublica.ru/uploads/00/00/00/62/uu/large_acbde280b9f9b1b5.jpg,,290,,False,"""Каждое утро я вскакиваю с постели и наступаю на мину. Эта мина — я сам"", — пишет Рэй Брэдбери, и это, пожалуй, и есть квинтэссенция книги. Великий Брэдбери, чьи книги стали классикой при жизни автора, пытается разобраться в себе, в природе писательского творчества. Как рождается сюжет? Как появляется замысел? И вообще — в какой момент человек понимает, что писать книги — и есть его предназначение?Но это отнюдь не скучные и пафосные заметки мэтра. У Брэдбери замечательное чувство юмора, он смотрит на мир глазами не только всепонимающего, умудренного опытом, но и ироничного человека. Так, одна из глав книги называется ""Как удерживать и кормить Музу"".Кстати, ответ на этот вопрос есть в книге, и он прост — чтобы удерживать Музу, надо жить с увлечением и любить жизнь, прислушиваться к ней и к самому себе.",,,978-5-699-81633-0,Эксмо,Pocket book,Мягкая,11 х 18,192,2017,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
236, Книги; Художественная литература; Комиксы и манга,451° по Фаренгейту,Рэй Брэдбери,385241,https://www.respublica.ru/items/255905/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/24/22/large_8d38db2610fd60f2.jpg,,990,,True,"""451° по Фаренгейту"" - графический роман, созданный художником Тимом Гамильтоном и американским писателем Рэем Брэдбери по мотивам одного из его самых известных романов. В мире не слишком отдаленного будущего главный герой, Гай Монтэг, служит пожарником. Однако его работа вовсе не в том, чтобы тушить пожары, а в том, чтобы разжигать их и уничтожать книги, от которых в идеальном обществе будущего одни проблемы. Но однажды Монтэг встречает странную девушку и впервые задумывается о том, почему он должен уничтожать книги и что же в них написано.",,,978-5-17-088216-8,АСТ,,Твердая,17 х 26,160,2015,Русский,Зарубежные,,Россия,630,,Комиксы,,,,,,,,,,,,,,
237, Книги; Художественная литература; Фантастика и фэнтези,"Лето, прощай",Рэй Брэдбери,384131,https://www.respublica.ru/items/254797/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/1x/kd/large_e3d27e47640c4cd6.jpg,,250,,True,"Все прекрасно знают «Вино из одуванчиков» — классическое произведение Рэя Брэдбери, вошедшее в золотой фонд мировой литературы. Его продолжения пришлось ждать полвека! На самом деле роман «Лето, прощай» берет свое начало все в том же 1957 году, когда представленное в издательство «Вино из одуванчиков» показалось редактору слишком длинным и тот попросил Брэдбери убрать заключительную часть. За прошедшие пятьдесят лет этот «хвост» жил своей жизнью, развивался и переписывался, пока не вырос в полноценный роман, который вы держите в руках.",,,978-5-699-77735-8,Эксмо,Интеллектуальный бестселлер,Твердая,10 х 16,192,2014,Русский,Зарубежные,Мистика,Россия,166,16+,,,,,,,,,,,,,,,
238, Книги; Художественная литература; Фантастика и фэнтези,Полуночный танец дракона,Рэй Брэдбери,380618,https://www.respublica.ru/items/251281/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/1v/cj/large_13aecb0355707a73.jpg,,116,170,True,"Жизнь — это сделка с Богом, за которую надо платить. Старый трамвай везет гуляк из танцевального зала — в прошлое. Пьяный киномеханик путает местами части фильма — и тот получает в Каннах ""Золотую пальмовую ветвь"". От современного классика американской литературы — двадцать пять историй о любви и смерти. В этих рассказах все фирменные ""фишки"" Брэдбери: тайны и мистика, ностальгия и светлая печаль, размышления и поиски...",,,978-5-699-75312-3,Эксмо,Pocket book,Мягкая,11 х 18,384,2014,Русский,Зарубежные,Мистика,Россия,,,,,,,,,,,,,,,,,
239, Книги; Художественная литература; Фантастика и фэнтези,Канун всех святых,Рэй Брэдбери,361562,https://www.respublica.ru/items/179962/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/3q/6e/large_025d7264a0ae0584.jpg,,290,,True,"Такого дерева вы не видели никогда в жизни. Оно достигает вершиной небес, и растут на нем тыквы всех форм, размеров и цветов. Возле этого дерева вы встречаете странного господина по имени мистер Смерч, и он увлекает вас в чудесное путешествие, из которого вы вернетесь совсем другим человеком - если вернетесь...",,,978-5-699-68389-5,Эксмо,Pocket book,Мягкая,11 х 17,192,2018,Русский,Зарубежные,Мистика,Россия,130,16+,,,,,,,,,,,,,,,
240, Книги; Художественная литература; Современная проза,"Зеленые тени, Белый Кит",Рэй Брэдбери,355620,https://www.respublica.ru/items/158098/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/1e/0e/large_90a0aa5e602d3501.jpg,,250,,True,"Этой во многом автобиографичной книги могло бы не существовать, если бы известный голливудский режиссер Джон Хьюстон в 1953 году не предложил Рэю Брэдбери приехать в Ирландию и написать сценарий к экранизации ""Моби Дика"". С тех пор ""Изумрудный остров"" стал одной из любимых ""этнических"" тем Брэдбери: именно ему он посвятил множество своих великолепных рассказов.Роман ""Зеленые тени, Белый Кит"" - это запоздалое признание в любви людям, стране и народу, с которыми его свела судьба много лет назад.",,,978-5-699-67799-3,Эксмо,Pocket book,Мягкая,11 х 18,384,2013,Русский,Зарубежные,,Россия,189,16+,,,,,,,,,,,,,,,
241, Книги; Художественная литература; Фантастика и фэнтези,Отныне и вовек,Рэй Брэдбери,352474,,https://www.respublica.ru/uploads/00/00/00/6d/zo/large_2ae79416e81409f4.jpg,,160,,False,"В книгу вошли две повести Великого Рэя Брэдбери, работа над которыми велась более полувека. Повесть ""Где-то играет оркестр"", написанная о журналисте, попавшем в идиллический городок, где никто не стареет и не умирает, изначально задумывалась как сценарий для романтической мелодрамы с Кэтрин Хепберн в главной роли, а ""Левиафан-99"" - как радиопьеса, своего рода космический римейк ""Моби Дика"".",,,978-5-699-61362-5,Эксмо,Pocket book,Мягкая,11 х 18,224,2013,Русский,Зарубежные,Мистика,Россия,152,16+,,,,,,,,,,,,,,,
242, Книги; Художественная литература; Современная проза,Вино из одуванчиков,Рэй Брэдбери,352029,https://www.respublica.ru/items/134256/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/18/u4/large_4e829dfee6f491a0.jpg,,440,,True,"Войдите в светлый мир двенадцатилетнего мальчика и проживите с ним одно лето, наполненное событиями радостными и печальными, загадочными и тревожными; лето, когда каждый день совершаются удивительные открытия, главное из которых — ты живой, ты дышишь, ты чувствуешь!«Вино из одуванчиков» Рэя Брэдбери — классическое произведение, вошедшее в золотой фонд мировой литературы.",,,978-5-699-66789-5,Эксмо,Интеллектуальный бестселлер (мини),Твердая,10 х 16,384,2013,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
243, Книги; Художественная литература; Фантастика и фэнтези,Темный карнавал,Рэй Брэдбери,342223,,https://www.respublica.ru/uploads/00/00/00/19/5q/large_080e63a047fb1b45.jpg,,160,,False,"Настоящая книга поистине уникальна - это самый первый сборник Брэдбери, с тех пор фактически не переиздававшийся, не доступный больше нигде в мире и ни на каком языке вот уже 60 лет! Отдельные рассказы из ""Темного карнавала"" (в том числе такие классические, как ""Странница"" и ""Крошка-убийца"", ""Коса"" и ""Дядюшка Эйнар"") перерабатывались и включались в более поздние сборники, однако переиздавать свой дебют в исходном виде Брэдбери категорически отказывался. Переубедить мэтра удалось ровно дважды: в 2001 году он согласился на коллекционное переиздание крошечным тиражом (снабженное несколькими предисловиями, авторским вводным комментарием к каждому рассказу и послесловием Клайва Баркера), немедленно также ставшее библиографической редкостью, а в 2008-м - на российское издание.",,,978-5-699-62499-7,Эксмо,Pocket book,Мягкая,11 х 18,512,2013,Русский,Зарубежные,Мистика,Россия,,,,,,,,,,,,,,,,,
244, Книги; Художественная литература; Детективы,Давайте все убьем Констанцию,Рэй Брэдбери,337389,,https://www.respublica.ru/uploads/01/00/00/4h/ef/large_58b04b64902b085b.jpg,,290,,False,"Кинозвезда Констанция Раттиган получает по почте Книгу Мертвых - старый телефонный справочник и записную книжку, фамилии в которой отмечены надгробными крестиками. Чтобы спасти ее и раскрыть загадку последовавшей за этим цепочки смертей, потрясших Голливуд воспоминаний и Голливуд современности, героям нового романа Брэдбери (уже знакомым читателю по ""Смерть - дело одинокое"") придется Констанцию убить. Причем всем вместе.",,,978-5-699-60971-0,Эксмо,Pocket book,Мягкая,11 х 18,256,2013,Русский,Зарубежные,Триллеры,Россия,145,16+,,,,,,,,,,,,,,,
245, Книги; Художественная литература; Фантастика и фэнтези,Вождение вслепую,Рэй Брэдбери,334734,,https://www.respublica.ru/uploads/01/00/00/1e/51/large_dc7af2e9d3d65d0d.jpg,,160,,False,"Устройство для уничтожения мусора обнаруживает незаурядный аппетит... Торговец новенькими ""студебекерами"" скрывает лицо под черным капюшоном... Киностудию маскируют под авиазавод, а авиазавод - под киностудию в ожидании истошного крика ""Банзай!""... Об этом и многом другом - в сборнике рассказов выдающегося мастера чудес и романтики Рэя Брэдбери.",,,978-5-699-60238-4,Эксмо,,Мягкая,11 х 18,288,2012,Русский,Зарубежные,Мистика,Россия,,,,,,,,,,,,,,,,,
246, Книги; Художественная литература; Фантастика и фэнтези,Кошкина пижама,Рэй Брэдбери,333605,,https://www.respublica.ru/uploads/00/00/00/6d/zm/large_4d992757a31ce6b8.jpg,,160,,False,"Пьяные сенаторы проигрывают в индейском казино один штат за другим, пока не спускают всю страну. Величайшим художником современности оказывается уличный хулиган, мастер граффити и аэрозольного баллончика. ""Мафиозная Бетономешалка"" помогает Френсису Скотту Фицджеральду дописать неоконченный роман о золотом веке Голливуда. От классика американской литературы двадцать рассказов и маленькая поэма в качестве эпилога.",,,978-5-699-59839-7,Эксмо,Pocket book,Мягкая,11 х 18,256,2012,Русский,Зарубежные,Мистика,Россия,,,,,,,,,,,,,,,,,
247, Книги; Художественная литература; Фантастика и фэнтези,Механизмы радости,Рэй Брэдбери,324203,https://www.respublica.ru/items/106016/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/61/ib/large_318254b63da5a6d4.jpg,,290,,True,"У этих механизмов никогда не бывает сбоев. Они вечны, как вечный двигатель и снега на вершине Килиманджаро. Потому что человек, их создавший, один из лучших в мире выдумщиков небывалых вещей, Рэй Брэдбери, писатель, фантаст, поэт, для которого создавать механизмы радости такое же привычное ремесло, как для пекаря делать хлеб, а для винодела - вино.",,,978-5-699-57677-7,Эксмо,Pocket book,Мягкая,11 х 18,416,2012,Русский,Зарубежные,Научная ,Россия,219,16+,,,,,,,,,,,,,,,
248, Книги; Художественная литература; Классическая литература,Вино из одуванчиков,Рэй Брэдбери,314687,,https://www.respublica.ru/uploads/01/00/00/4c/yr/large_8d38ebd73a339918.jpg,,490,,False,"Войдите в светлый мир двенадцатилетнего мальчика и проживите вместе с ним одно лето, наполненное событиями радостными и печальными, загадочными и тревожными; лето, когда каждый день совершаются удивительные открытия, главное из которых - ты живой, ты дышишь, ты чувствуешь!""Вино из одуванчиков"" Рэя Брэдбери - классическое произведение, вошедшее в золотой фонд мировой литературы. Это одна из тех книг, которые хочется перечитывать вновь и вновь.",,,978-5-699-55169-9,Эксмо,МП. Большие книги Маленького Принца,Твердая,14 х 20,448,2012,Русский,Зарубежные,,Россия,429,12+,,,,,,,,,,,,,,,
249, Книги; Художественная литература; Фантастика и фэнтези,У нас всегда будет Париж,Рэй Брэдбери,313953,,https://www.respublica.ru/uploads/01/00/00/6d/zt/large_5a100b5996423c08.jpg,,180,,False,"Новейший сборник великого мастера, которому в августе 2010 года исполнилось 90 лет. В этих двадцати двух историях Брэдбери снова демонстрирует чудеса, неподвластные другим кудесникам: голоса эфира облекаются плотью и кровью, сердце погибшего молодым знаменитого актера продолжает биться в чужой груди, пес при монастырской больнице принимает исповедь, а над полем для ночного гольфа сгущается непроглядная тьма...",,,978-5-699-69145-6,Эксмо,Pocket book,Мягкая,11 х 18,224,2016,Русский,Зарубежные,Мистика,Россия,,,,,,,,,,,,,,,,,
